Date,Close,High,Low,Open,Volume
2010-09-27,8.740655899047852,8.8478273515349,8.73615317976846,8.825312953514425,482834800
2010-09-28,8.61156940460205,8.75896792385824,8.255531537934157,8.75896792385824,1035042400
2010-09-29,8.626879692077637,8.70012884079897,8.585752398530666,8.622676780079454,469644000
2010-09-30,8.518209457397461,8.705835089241228,8.44315904433522,8.675815084341066,673391600
2010-10-01,8.48128604888916,8.603167342499793,8.446162098685313,8.590258793793097,448142800
2010-10-04,8.364801406860352,8.492685952946799,8.338682921035636,8.453660532610273,435302000
2010-10-05,8.67401123046875,8.68932063476179,8.460267160341397,8.465671705515954,501967200
2010-10-06,8.681517601013184,8.765574253765651,8.563538640239143,8.693525923298864,670868800
2010-10-07,8.682418823242188,8.720244237677743,8.613072764526112,8.716041324782275,408399600
2010-10-08,8.828014373779297,8.840922917154293,8.705833323317476,8.757166888001361,658403200
2010-10-11,8.866742134094238,8.923180450846239,8.843927923530188,8.84813083660072,427753200
2010-10-12,8.962203979492188,8.991023946087264,8.780581755651706,8.868240884131476,558544000
2010-10-13,9.010236740112305,9.064872991927551,9.000029668287496,9.012037988081389,630092400
2010-10-14,9.075383186340332,9.080185713964651,9.018043844253866,9.056770285504228,435296400
2010-10-15,9.448531150817871,9.456336559641626,9.153433469474109,9.229384097430906,922194000
2010-10-18,9.546393394470215,9.576412581902943,9.435018265108408,9.560502765277826,1093010800
2010-10-19,9.290924072265625,9.419409883013376,9.006633925018807,9.108101818811178,1232784000
2010-10-20,9.322145462036133,9.433820434012572,9.212272539696858,9.276214840123046,721624400
2010-10-21,9.291827201843262,9.448531796980436,9.210172214888509,9.377083883800937,551460000
2010-10-22,9.23028564453125,9.30743710897954,9.19516250527268,9.278317329070678,372778000
2010-10-25,9.271411895751953,9.354266902938493,9.25940357516396,9.278917496931218,392462000
2010-10-26,9.247698783874512,9.298432747547729,9.17564964546207,9.212275031647119,392929600
2010-10-27,9.241095542907715,9.303236621119288,9.174150333041684,9.235691796623266,399002800
2010-10-28,9.16334056854248,9.246195578908084,9.03305349165792,9.244694137965208,551051200
2010-10-29,9.035453796386719,9.182552513657502,9.032151107490442,9.133019394825022,430511200
2010-11-01,9.13152027130127,9.174149017586783,9.072080673942876,9.072681090110612,423889200
2010-11-02,9.287022590637207,9.311939456869263,9.216175898853184,9.216175898853184,433930000
2010-11-03,9.390292167663574,9.392693831858658,9.262106146933435,9.347362820988229,508348400
2010-11-04,9.554499626159668,9.61183814003745,9.45723385723177,9.469842590661806,642488000
2010-11-05,9.52027702331543,9.593526165618686,9.508869921943347,9.546094909042107,361253200
2010-11-08,9.565008163452148,9.59953087997262,9.509170278764692,9.522379430365127,281758400
2010-11-09,9.488758087158203,9.645463470918607,9.441326822090709,9.637957869424126,383544000
2010-11-10,9.547295570373535,9.56951015839713,9.41280480548892,9.505567063605053,384227200
2010-11-11,9.505867958068848,9.558403147217824,9.43381885123412,9.45633404681559,361284000
2010-11-12,9.24709415435791,9.501364295077703,9.115006654477384,9.486354698065032,795846800
2010-11-15,9.217375755310059,9.322446152152747,9.194260139744905,9.260004490381625,403606000
2010-11-16,9.053767204284668,9.23418783029684,8.985621180543971,9.177750321116273,657650000
2010-11-17,9.021045684814453,9.125815486254169,8.938790284189109,9.042059446223979,479449600
2010-11-18,9.259103775024414,9.296328767252053,9.14682918393518,9.162138590261245,494491200
2010-11-19,9.2080717086792,9.258205253954287,9.163341908666332,9.245296707750821,384843200
2010-11-22,9.407103538513184,9.407103538513184,9.182252945458751,9.20656859227872,393075200
2010-11-23,9.268112182617188,9.358774230543093,9.202969026569772,9.319747176101169,519447600
2010-11-24,9.450329780578613,9.468342257488816,9.35876916196685,9.366273158244393,413725200
2010-11-26,9.456335067749023,9.537389620268529,9.394493826226,9.41850966334815,237585600
2010-11-29,9.512475967407227,9.530787458192933,9.347665335722336,9.471347860492573,445785200
2010-11-30,9.340760231018066,9.437125015011473,9.332354405268934,9.41250795388901,501858000
2010-12-01,9.498366355895996,9.538893244024573,9.456338026564302,9.464443243865276,461750800
2010-12-02,9.550898551940918,9.576415028101312,9.453032352574208,9.532285656965321,462837200
2010-12-03,9.529585838317871,9.565909808181882,9.496563756032918,9.51667729360178,342092800
2010-12-06,9.610941886901855,9.676385641347869,9.559006292846952,9.565610870228848,448481600
2010-12-07,9.552700996398926,9.726216422842398,9.549999525020974,9.720513672877193,391454000
2010-12-08,9.636754989624023,9.637055598399241,9.519677090345853,9.595327092282028,321935600
2010-12-09,9.599228858947754,9.681483424618973,9.577013472743229,9.670376933951642,294151200
2010-12-10,9.623248100280762,9.637957892842802,9.564408128409026,9.595929570541154,262511200
2010-12-13,9.656569480895996,9.758338794610884,9.63645674651105,9.73762484257792,439815600
2010-12-14,9.615140914916992,9.682686504955015,9.576414488044097,9.65837006047639,351008000
2010-12-15,9.617241859436035,9.696494350218318,9.582117931492713,9.606433572041936,417312000
2010-12-16,9.643961906433105,9.684789396000408,9.60943918617029,9.63915857805771,322030800
2010-12-17,9.62475299835205,9.660176756760753,9.613345089189021,9.655373426586847,386929200
2010-12-20,9.672780990600586,9.704002624768034,9.55330140480014,9.65446870214107,385610400
2010-12-21,9.73252010345459,9.738223654405374,9.667977390200567,9.69649594657795,256354000
2010-12-22,9.761345863342285,9.778157522000196,9.7130135471368,9.737330009740703,265921600
2010-12-23,9.71451187133789,9.761042923468802,9.701603324108728,9.756540202871012,223157200
2010-12-27,9.746931076049805,9.769746887291854,9.652067739440541,9.691995008302321,249816000
2010-12-28,9.770651817321777,9.80637538624056,9.758343683465323,9.783860174854198,175924000
2010-12-29,9.765240669250488,9.80006398810047,9.759536317671646,9.79315880478117,163139200
2010-12-30,9.71631145477295,9.771847938581898,9.69799916499045,9.770947715266114,157494400
2010-12-31,9.6832914352417,9.71090977941632,9.645765822740541,9.69499915058348,193508000
2011-01-03,9.893726348876953,9.914440295357677,9.751731604452946,9.775747437371521,445138400
2011-01-04,9.945368766784668,9.981692751323557,9.851105008792203,9.97989150238266,309080800
2011-01-05,10.026719093322754,10.036926167317263,9.891628673419461,9.893130114524599,255519600
2011-01-06,10.018616676330566,10.064246707100535,9.993699803303917,10.04833607762999,300428800
2011-01-07,10.090362548828125,10.097266933467267,9.963677151076865,10.026419433826323,311931200
2011-01-10,10.280387878417969,10.303803301238423,10.121882059530211,10.171714985228041,448560000
2011-01-11,10.256074905395508,10.35574078276672,10.190930953617405,10.35333991971897,444108000
2011-01-12,10.339529037475586,10.33982964635659,10.266881089609374,10.304406697442811,302590400
2011-01-13,10.377355575561523,10.406175553319878,10.322419497019082,10.361745555899518,296780400
2011-01-14,10.461407661437988,10.461407661437988,10.34012684795567,10.383655801204995,308840000
2011-01-18,10.226353645324707,10.349736359014297,9.78655883379426,9.8922296717921,1880998000
2011-01-19,10.172019004821777,10.465014902009809,10.113179819223843,10.457509298539053,1135612800
2011-01-20,9.987088203430176,10.155801039317884,9.910236582361705,10.099663363053933,764789200
2011-01-21,9.808174133300781,10.053138320164448,9.805471859714324,10.019815623422998,754401200
2011-01-24,10.130289077758789,10.130289077758789,9.808172663482999,9.81267618491097,574683200
2011-01-25,10.248866081237793,10.25006771484217,10.043829231053023,10.096665036588815,546868000
2011-01-26,10.322418212890625,10.37495342170816,10.251871321838575,10.295700095979486,506875600
2011-01-27,10.303202629089355,10.347632611203714,10.291795526780158,10.320314084176646,285026000
2011-01-28,10.08975887298584,10.338926694902266,10.012608225251226,10.332022311945186,592057200
2011-01-31,10.186424255371094,10.208039230674693,10.035723852343919,10.080753447646138,377246800
2011-02-01,10.35783863067627,10.37645072305177,10.236257209429835,10.245863864397016,426633200
2011-02-02,10.336526870727539,10.364445016326549,10.31341125219901,10.340429976103298,258955200
2011-02-03,10.31010913848877,10.334125783300015,10.16331100438649,10.32091662865383,393797600
2011-02-04,10.401972770690918,10.407976932799404,10.312212551228487,10.316114855787115,321840400
2011-02-07,10.563481330871582,10.604607836499808,10.436195501381135,10.443700303066997,485021600
2011-02-08,10.663145065307617,10.672751722569334,10.571584418964482,10.617515046561664,381040800
2011-02-09,10.752006530761719,10.77722400956606,10.653240877794378,10.662846734762793,482745200
2011-02-10,10.643330574035645,10.807240933009522,10.446998553186123,10.728888650278673,928550000
2011-02-11,10.712677955627441,10.741196514181459,10.613311108239305,10.649635876687606,367572800
2011-02-14,10.782625198364258,10.791630637704893,10.708475818484475,10.7108774827416,310416400
2011-02-15,10.804239273071289,10.806341130088226,10.733692390243101,10.782924903802286,284174800
2011-02-16,10.90120792388916,10.954342753981921,10.822254395352921,10.831259836805792,481157600
2011-02-17,10.756207466125488,10.815347244773545,10.702771239155927,10.72468682585141,530583200
2011-02-18,10.523852348327637,10.792231917620175,10.492630712804987,10.768515883756109,816057200
2011-02-22,10.165111541748047,10.368948391396,10.138394228699768,10.271382782733689,872555600
2011-02-23,10.285493850708008,10.34613347498712,10.165112420662233,10.169916551327498,671854400
2011-02-24,10.293298721313477,10.361444751393691,10.157908487806857,10.327522441607732,499900800
2011-02-25,10.451802253723145,10.45990746845349,10.350934776292146,10.36474354188852,380018800
2011-02-28,10.603405952453613,10.658642629935178,10.540663672974256,10.544266169543528,403074000
2011-03-01,10.486327171325684,10.678756119932675,10.43739446225017,10.671251319592502,456136800
2011-03-02,10.570682525634766,10.637627710492294,10.459007549012398,10.505839197692369,602590800
2011-03-03,10.79403305053711,10.80093743443062,10.684759732245698,10.722885751328395,500788400
2011-03-04,10.807242393493652,10.81594802572389,10.73969678784429,10.809343448933381,453266800
2011-03-07,10.667950630187988,10.857377519611793,10.546369163551711,10.849271500645319,546123200
2011-03-08,10.679956436157227,10.729189751712118,10.574585421132987,10.654439154285054,356316800
2011-03-09,10.581191062927246,10.649937506642786,10.525054159430754,10.64783564939839,453306000
2011-03-10,10.407073020935059,10.500135904555064,10.35393740344949,10.480621982303404,507539200
2011-03-11,10.566779136657715,10.576686401690514,10.356939752152016,10.366845413937783,471080400
2011-03-14,10.613914489746094,10.70157365003148,10.546369672590059,10.602506582163047,435957200
2011-03-15,10.369851112365723,10.442199257572959,10.209843808638988,10.269883823040129,721081200
2011-03-16,9.906937599182129,10.296899399777855,9.79436239746184,10.26687939942735,1162011200
2011-03-17,10.04593563079834,10.195135464589631,9.926455199538605,10.111679207424022,659422400
2011-03-18,9.926749229431152,10.15280060994319,9.906635697173403,10.120678759435027,753214000
2011-03-21,10.18582534790039,10.199033699807483,10.06454370671671,10.086459294068048,409402000
2011-03-22,10.2428617477417,10.285491282340923,10.181020505020756,10.28369003440011,325922800
2011-03-23,10.182524681091309,10.213444909946073,10.0852588694061,10.185226152916481,372996400
2011-03-24,10.356038093566895,10.386959115552797,10.172615421628434,10.26237560607941,404712000
2011-03-25,10.553269386291504,10.568879398660728,10.41757779261046,10.449099227745398,448910000
2011-03-28,10.520248413085938,10.636727519925815,10.520248413085938,10.601603582902085,309355200
2011-03-29,10.535862922668457,10.535862922668457,10.388764951541924,10.436796647639797,352900800
2011-03-30,10.46591567993164,10.53346210662769,10.430192115818722,10.526256310069684,329406000
2011-03-31,10.462311744689941,10.501037381736435,10.388762774539128,10.397768214655468,274019200
2011-04-01,10.343731880187988,10.554773742445361,10.305906465354143,10.540364556847127,418661600
2011-04-04,10.242566108703613,10.344935070939426,10.158810049430583,10.33622943649454,460084800
2011-04-05,10.173518180847168,10.274385685198851,10.086760054652302,10.116480252093579,482731200
2011-04-06,10.148001670837402,10.323919601159393,10.120983744714275,10.243466238962165,402539200
2011-04-07,10.149206161499023,10.219752275900465,10.087663887342993,10.14980577621622,373447200
2011-04-08,10.058540344238281,10.211342626587596,10.025218454823456,10.2044382426016,377535200
2011-04-11,9.93065071105957,10.076847552941972,9.9072352959206,10.028515282316366,398946800
2011-04-12,9.978689193725586,10.01861566703298,9.912644215924816,9.921349849673451,425639200
2011-04-13,10.090662956237793,10.09096276348306,9.982289851686664,10.057340262712392,346220000
2011-04-14,9.979286193847656,10.086758256429272,9.968479507124034,10.050734096895638,301800800
2011-04-15,9.8303861618042,10.015910702404984,9.810573234923814,10.005703630145396,453605600
2011-04-18,9.962176322937012,9.973584229118265,9.611241520883102,9.789561098861283,609898800
2011-04-19,10.142594337463379,10.146196031313846,9.957970051733858,9.999698556827578,419378400
2011-04-20,10.279189109802246,10.379456198960053,10.251871378235892,10.312211195433576,700666400
2011-04-21,10.528056144714355,10.661045519328459,10.462612386100005,10.657142413451448,753810400
2011-04-25,10.597405433654785,10.619620836800346,10.516050227273782,10.517251861500146,266546000
2011-04-26,10.519649505615234,10.65684097069822,10.487527646589744,10.61571367222045,338800000
2011-04-27,10.511541366577148,10.577586319515248,10.419980739798854,10.574283630975456,356213200
2011-04-28,10.409477233886719,10.499536449153837,10.37255204177619,10.392665581824499,360959200
2011-04-29,10.510943412780762,10.625619670960562,10.407073040171293,10.410375729232848,1006345200
2011-05-02,10.395364761352539,10.521149110326636,10.371949338481546,10.499234326675584,442713600
2011-05-03,10.453001022338867,10.503734962913743,10.375548975310096,10.446697056267658,313348000
2011-05-04,10.494132041931152,10.561977453615814,10.413377284115814,10.45480519072494,389250400
2011-05-05,10.409477233886719,10.535561417858592,10.388462668808945,10.459009561796526,335969200
2011-05-06,10.406773567199707,10.50704064513346,10.393264606555801,10.497734596942438,280134400
2011-05-09,10.434993743896484,10.483026234000096,10.402871880865696,10.442798352178478,204747200
2011-05-10,10.49052906036377,10.497734052766653,10.406773027739108,10.473717411423708,282091600
2011-05-11,10.423883438110352,10.507039854377275,10.364144048227862,10.477620271044783,336000000
2011-05-12,10.404073715209961,10.420585561643382,10.274988239378642,10.390565553046182,322000000
2011-05-13,10.221847534179688,10.394462711880106,10.217344815340207,10.376751643687209,326116000
2011-05-16,10.005701065063477,10.243460936416612,9.984686509916367,10.182820537667293,449775200
2011-05-17,10.090961456298828,10.090961456298828,9.92855252575689,9.966678543256915,452334400
2011-05-18,10.202936172485352,10.238359916770488,10.086758475907931,10.100867851856396,334776400
2011-05-19,10.22275161743164,10.279189130698484,10.166913718674254,10.26928266531368,261170000
2011-05-20,10.063343048095703,10.235358633986827,10.057338887774689,10.19363012056755,337968400
2011-05-23,10.038723945617676,10.086156000866945,9.889224392199264,9.905735428906533,383600000
2011-05-24,9.972386360168457,10.083761578500233,9.946869068518737,10.07175325263592,321927200
2011-05-25,10.110173225402832,10.163609447095372,9.99219428859516,10.009605550748804,294224000
2011-05-26,10.056739807128906,10.113477927261163,10.039628348753638,10.085859587740732,222560800
2011-05-27,10.129088401794434,10.135692979322684,10.036026305131038,10.050736099723029,203599200
2011-05-31,10.441901206970215,10.441901206970215,10.236863441395887,10.239866324637767,417754400
2011-06-01,10.372251510620117,10.570984446388474,10.34643521943563,10.47311982050194,554682800
2011-06-02,10.389961242675781,10.446399547468735,10.335925403609188,10.401969563189928,338783200
2011-06-03,10.31010913848877,10.36684725941985,10.267180588324154,10.302304530548772,313250000
2011-06-06,10.148001670837402,10.418483144214063,10.141097285669515,10.377956255029373,461941200
2011-06-07,9.967879295349121,10.153403855912318,9.96367638279,10.151903216524435,529785200
2011-06-08,9.973883628845215,10.050735285152625,9.926152553727741,9.960074860392607,333723600
2011-06-09,9.951370239257812,10.016813996501158,9.929154841660036,10.004205257324042,275088800
2011-06-10,9.783555030822754,9.956470830065085,9.771846518054353,9.923148143000201,433955200
2011-06-13,9.804572105407715,9.855906488145692,9.758641468477487,9.822583789809782,329473200
2011-06-14,9.97988510131836,10.004201545612032,9.885922012562276,9.906635961284781,334569200
2011-06-15,9.809075355529785,9.915646422542167,9.752936843118965,9.899135378288543,399196000
2011-06-16,9.761345863342285,9.867016741462852,9.556308879909873,9.813581286833932,510591200
2011-06-17,9.614242553710938,9.884124379852155,9.587224630860115,9.876318970559536,615020000
2011-06-20,9.4659423828125,9.53739028481209,9.321245330781892,9.527183212634004,640645600
2011-06-21,9.76554012298584,9.780549717575093,9.462337334101981,9.506767305267834,493382400
2011-06-22,9.684792518615723,9.873619818950008,9.67788733103791,9.761343585221637,390583200
2011-06-23,9.943563461303711,9.957372229259967,9.549999946949413,9.574615402518479,559759200
2011-06-24,9.797065734863281,10.001202400724202,9.75924032188994,9.947766970651935,439807200
2011-06-27,9.967879295349121,10.023717189153846,9.8240832515254,9.834290324883266,339813600
2011-06-28,10.064545631408691,10.10777479506153,10.009909361876051,10.016213331000348,294299600
2011-06-29,10.02791976928711,10.09786623621475,9.963075636433853,10.087959772037022,352545200
2011-06-30,10.07685375213623,10.090664125987072,9.991897667813497,10.047734769658184,322954800
2011-07-01,10.304706573486328,10.311910765570628,10.032723672375576,10.085258882394127,435313200
2011-07-05,10.48992919921875,10.50193752052543,10.281890243133832,10.296899843143597,355054000
2011-07-06,10.5598726272583,10.630120485058919,10.408271221703968,10.475516198418669,444626000
2011-07-07,10.723186492919922,10.7472023358422,10.627121517983511,10.64723585860255,399663600
2011-07-08,10.798537254333496,10.807243689231187,10.573086202871227,10.607309121447075,489633200
2011-07-11,10.627120018005371,10.80033723666114,10.591696273923706,10.697367891763337,442674400
2011-07-12,10.61961841583252,10.737597386445021,10.465614475358793,10.613013036400911,451609200
2011-07-13,10.747803688049316,10.80724328079686,10.698569566114177,10.757108935491809,391638800
2011-07-14,10.740300178527832,10.855577691382054,10.697371619935506,10.83756520423742,430533600
2011-07-15,10.954939842224121,10.957341506314965,10.782324644624056,10.84236464364812,484467200
2011-07-18,11.221518516540527,11.247034994096321,10.96574691199482,10.97024963118149,572653200
2011-07-19,11.313081741333008,11.367117586611469,11.207110304672208,11.347604464344553,819145600
2011-07-20,11.61478328704834,11.896072217033161,11.587765364238049,11.89156949710599,941340400
2011-07-21,11.626489639282227,11.709644447779551,11.524721133568898,11.61628256750568,526534400
2011-07-22,11.806910514831543,11.859445712493965,11.640298681827534,11.657410137047597,516728800
2011-07-25,11.96301555633545,12.008045153502305,11.696436461249892,11.71835044301605,589806000
2011-07-26,12.1104154586792,12.14313773389774,11.998440666569897,12.008046522129519,476582400
2011-07-27,11.78559684753418,12.08729909221303,11.772387694725149,12.025757650879003,659324400
2011-07-28,11.762479782104492,11.917683701187636,11.651705842646493,11.756476424099754,594034000
